temps	angle
0	0
0.01	0.5005955167
0.02	0.9968793435
0.03	1.488565715
0.04	1.975374109
0.05	2.457029385
0.06	2.933261918
0.07	3.403807729
0.08	3.868408613
0.09	4.326812253
0.1	4.778772344
0.11	5.224048698
0.12	5.662407351
0.13	6.093620668
0.14	6.517467435
0.15	6.933732953
0.16	7.342209124
0.17	7.742694531
0.18	8.134994518
0.19	8.518921261
0.2	8.89429383
0.21	9.260938258
0.22	9.618687591
0.23	9.967381947
0.24	10.30686855
0.25	10.6370018
0.26	10.95764327
0.27	11.26866176
0.28	11.56993333
0.29	11.86134133
0.3	12.14277636
0.31	12.41413637
0.32	12.67532659
0.33	12.92625958
0.34	13.16685521
0.35	13.39704066
0.36	13.6167504
0.37	13.82592617
0.38	14.02451699
0.39	14.2124791
0.4	14.38977595
0.41	14.55637816
0.42	14.71226348
0.43	14.85741675
0.44	14.99182985
0.45	15.11550167
0.46	15.22843801
0.47	15.33065158
0.48	15.42216187
0.49	15.50299515
0.5	15.57318436
0.51	15.63276902
0.52	15.6817952
0.53	15.72031542
0.54	15.74838853
0.55	15.76607967
0.56	15.77346016
0.57	15.77060739
0.58	15.75760474
0.59	15.73454146
0.6	15.70151261
0.61	15.6586189
0.62	15.60596659
0.63	15.5436674
0.64	15.47183839
0.65	15.39060183
0.66	15.30008508
0.67	15.20042046
0.68	15.09174515
0.69	14.97420106
0.7	14.84793467
0.71	14.71309693
0.72	14.5698431
0.73	14.41833266
0.74	14.25872912
0.75	14.09119992
0.76	13.91591628
0.77	13.73305304
0.78	13.54278855
0.79	13.34530452
0.8	13.14078586
0.81	12.92942053
0.82	12.71139944
0.83	12.48691625
0.84	12.25616725
0.85	12.0193512
0.86	11.77666921
0.87	11.52832455
0.88	11.27452254
0.89	11.01547037
0.9	10.75137697
0.91	10.48245286
0.92	10.20891
0.93	9.930961645
0.94	9.648822172
0.95	9.362706971
0.96	9.072832276
0.97	8.779415022
0.98	8.482672702
0.99	8.18282322
1	7.880084748
1.01	7.574675581
1.02	7.266814002
1.03	6.956718132
1.04	6.644605798
1.05	6.33069439
1.06	6.015200729
1.07	5.698340926
1.08	5.380330253
1.09	5.061383009
1.1	4.741712388
1.11	4.421530355
1.12	4.101047512
1.13	3.78047298
1.14	3.460014272
1.15	3.139877171
1.16	2.820265616
1.17	2.50138158
1.18	2.183424958
1.19	1.866593452
1.2	1.551082467
1.21	1.237084997
1.22	0.9247915198
1.23	0.6143899001
1.24	0.3060652832
1.25	1.485571662e-15
1.26	-0.303626529
1.27	-0.6046378858
1.28	-0.9028607453
1.29	-1.198124962
1.3	-1.490263654
1.31	-1.779113286
1.32	-2.064513748
1.33	-2.346308428
1.34	-2.62434429
1.35	-2.898471943
1.36	-3.168545703
1.37	-3.434423666
1.38	-3.695967764
