temps	angle
0	0
0.01	0.704647054
0.02	1.404510964
0.03	2.09905628
0.04	2.787755038
0.05	3.470087147
0.06	4.145540759
0.07	4.81361263
0.08	5.473808476
0.09	6.125643319
0.1	6.768641819
0.11	7.402338603
0.12	8.026278578
0.13	8.640017236
0.14	9.243120952
0.15	9.835167264
0.16	10.41574515
0.17	10.98445529
0.18	11.54091033
0.19	12.08473507
0.2	12.61556679
0.21	13.13305537
0.22	13.63686356
0.23	14.12666714
0.24	14.60215512
0.25	15.06302991
0.26	15.50900749
0.27	15.93981753
0.28	16.35520354
0.29	16.754923
0.3	17.13874747
0.31	17.5064627
0.32	17.85786867
0.33	18.19277974
0.34	18.51102464
0.35	18.81244659
0.36	19.09690328
0.37	19.36426694
0.38	19.61442434
0.39	19.84727678
0.4	20.06274011
0.41	20.26074471
0.42	20.44123542
0.43	20.60417154
0.44	20.74952678
0.45	20.87728913
0.46	20.98746088
0.47	21.08005846
0.48	21.15511237
0.49	21.21266706
0.5	21.25278082
0.51	21.27552567
0.52	21.28098716
0.53	21.26926429
0.54	21.24046931
0.55	21.19472754
0.56	21.13217723
0.57	21.05296934
0.58	20.95726735
0.59	20.84524708
0.6	20.71709641
0.61	20.57301512
0.62	20.41321465
0.63	20.2379178
0.64	20.04735857
0.65	19.84178184
0.66	19.62144313
0.67	19.38660834
0.68	19.13755344
0.69	18.87456423
0.7	18.59793603
0.71	18.30797338
0.72	18.00498974
0.73	17.68930721
0.74	17.36125616
0.75	17.021175
0.76	16.66940977
0.77	16.30631389
0.78	15.93224777
0.79	15.54757852
0.8	15.1526796
0.81	14.74793048
0.82	14.33371629
0.83	13.9104275
0.84	13.47845955
0.85	13.0382125
0.86	12.59009071
0.87	12.13450244
0.88	11.67185956
0.89	11.20257714
0.9	10.72707312
0.91	10.24576795
0.92	9.759084258
0.93	9.267446461
0.94	8.771280438
0.95	8.271013169
0.96	7.767072385
0.97	7.259886218
0.98	6.749882856
0.99	6.237490195
1	5.723135498
1.01	5.207245053
1.02	4.690243836
1.03	4.172555174
1.04	3.654600418
1.05	3.136798614
1.06	2.619566174
1.07	2.103316563
1.08	1.58845998
1.09	1.075403047
1.1	0.5645485047
1.11	0.05629490681
1.12	-0.4489636714
1.13	-0.9508379264
1.14	-1.448943611
1.15	-1.942901815
1.16	-2.432339235
1.17	-2.916888447
1.18	-3.396188164
1.19	-3.86988349
1.2	-4.33762617
1.21	-4.79907483
1.22	-5.253895209
1.23	-5.70176039
1.24	-6.142351017
1.25	-6.575355506
1.26	-7.000470252
1.27	-7.417399825
1.28	-7.825857159
1.29	-8.225563734
1.3	-8.616249748
1.31	-8.997654285
1.32	-9.369525468
1.33	-9.731620611
1.34	-10.08370636
1.35	-10.42555882
1.36	-10.7569637
1.37	-11.07771638
1.38	-11.38762207
1.39	-11.6864959
1.4	-11.97416296
1.41	-12.25045845
1.42	-12.51522772
1.43	-12.76832632
1.44	-13.00962007
1.45	-13.23898511
1.46	-13.45630795
1.47	-13.66148547
1.48	-13.85442496
1.49	-14.03504412
1.5	-14.20327108
1.51	-14.35904438
1.52	-14.50231299
1.53	-14.63303622
1.54	-14.75118378
1.55	-14.85673566
1.56	-14.94968214
1.57	-15.03002373
1.58	-15.09777106
1.59	-15.15294487
1.6	-15.19557592
1.61	-15.22570487
1.62	-15.24338223
1.63	-15.24866824
1.64	-15.24163277
1.65	-15.22235518
