temps	angle
0	0
0.01	0.2815979481
0.02	0.5608479613
0.03	0.8376654776
0.04	1.111967509
0.05	1.383672658
0.06	1.652701137
0.07	1.918974784
0.08	2.182417078
0.09	2.442953155
0.1	2.700509822
0.11	2.955015572
0.12	3.206400596
0.13	3.454596793
0.14	3.699537787
0.15	3.941158933
0.16	4.179397329
0.17	4.414191825
0.18	4.645483034
0.19	4.873213334
0.2	5.097326881
0.21	5.317769615
0.22	5.534489262
0.23	5.747435342
0.24	5.956559173
0.25	6.161813874
0.26	6.363154369
0.27	6.560537388
0.28	6.75392147
0.29	6.943266964
0.3	7.128536025
0.31	7.309692621
0.32	7.486702527
0.33	7.659533322
0.34	7.828154391
0.35	7.992536919
0.36	8.15265389
0.37	8.308480076
0.38	8.459992042
0.39	8.607168133
0.4	8.749988469
0.41	8.88843494
0.42	9.022491199
0.43	9.152142651
0.44	9.277376447
0.45	9.398181476
0.46	9.514548349
0.47	9.626469397
0.48	9.733938655
0.49	9.836951851
0.5	9.935506396
0.51	10.02960137
0.52	10.11923751
0.53	10.2044172
0.54	10.28514444
0.55	10.36142485
0.56	10.43326567
0.57	10.5006757
0.58	10.56366531
0.59	10.62224643
0.6	10.67643253
0.61	10.72623859
0.62	10.77168108
0.63	10.81277798
0.64	10.84954871
0.65	10.88201413
0.66	10.91019657
0.67	10.9341197
0.68	10.95380864
0.69	10.96928983
0.7	10.98059108
0.71	10.98774152
0.72	10.99077157
0.73	10.98971294
0.74	10.98459861
0.75	10.97546279
0.76	10.96234089
0.77	10.94526953
0.78	10.92428649
0.79	10.8994307
0.8	10.87074222
0.81	10.83826218
0.82	10.80203282
0.83	10.7620974
0.84	10.71850023
0.85	10.67128661
0.86	10.6205028
0.87	10.56619604
0.88	10.50841449
0.89	10.4472072
0.9	10.3826241
0.91	10.31471597
0.92	10.24353442
0.93	10.16913187
0.94	10.09156148
0.95	10.01087718
0.96	9.927133634
0.97	9.840386179
0.98	9.750690832
0.99	9.658104252
1	9.562683717
1.01	9.464487096
1.02	9.363572823
1.03	9.259999872
1.04	9.15382773
1.05	9.045116373
1.06	8.933926234
1.07	8.820318186
1.08	8.704353507
1.09	8.586093862
1.1	8.46560127
1.11	8.342938083
1.12	8.21816696
1.13	8.091350838
1.14	7.962552911
1.15	7.831836601
1.16	7.699265534
1.17	7.564903516
1.18	7.428814506
1.19	7.291062592
1.2	7.151711967
1.21	7.010826903
1.22	6.868471729
1.23	6.724710802
1.24	6.579608488
1.25	6.433229137
1.26	6.285637057
1.27	6.136896493
1.28	5.987071602
1.29	5.836226431
1.3	5.684424895
1.31	5.531730752
1.32	5.378207583
1.33	5.223918767
1.34	5.068927466
1.35	4.913296592
1.36	4.757088797
1.37	4.600366446
1.38	4.443191597
1.39	4.285625979
1.4	4.127730978
1.41	3.969567608
1.42	3.8111965
1.43	3.652677877
1.44	3.494071535
1.45	3.335436829
1.46	3.176832649
1.47	3.018317407
1.48	2.859949015
1.49	2.70178487
1.5	2.543881834
1.51	2.386296222
1.52	2.229083783
1.53	2.072299681
1.54	1.915998486
1.55	1.76023415
1.56	1.60506
1.57	1.450528718
1.58	1.296692331
1.59	1.143602191
1.6	0.9913089681
1.61	0.8398626311
1.62	0.6893124393
1.63	0.5397069275
1.64	0.3910938945
1.65	0.2435203912
1.66	0.09703270911
1.67	-0.04832363062
1.68	-0.1925038879
1.69	-0.3354641143
1.7	-0.4771611623
1.71	-0.6175526958
1.72	-0.7565971985
1.73	-0.8942539833
1.74	-1.0304832
1.75	-1.165245845
1.76	-1.298503767
1.77	-1.430219674
1.78	-1.560357144
1.79	-1.688880627
1.8	-1.815755454
