temps	angle
0	0
0.01	1.093893404
0.02	2.17580102
0.03	3.244752807
0.04	4.299801424
0.05	5.340022952
0.06	6.364517593
0.07	7.372410339
0.08	8.362851602
0.09	9.335017819
0.1	10.28811202
0.11	11.22136437
0.12	12.13403267
0.13	13.02540283
0.14	13.8947893
0.15	14.74153551
0.16	15.5650142
0.17	16.36462778
0.18	17.13980862
0.19	17.89001938
0.2	18.61475315
0.21	19.31353377
0.22	19.9859159
0.23	20.63148526
0.24	21.24985864
0.25	21.84068405
0.26	22.40364074
0.27	22.9384392
0.28	23.44482116
0.29	23.92255953
0.3	24.3714583
0.31	24.79135249
0.32	25.18210791
0.33	25.54362109
0.34	25.87581901
0.35	26.17865888
0.36	26.45212792
0.37	26.69624303
0.38	26.91105051
0.39	27.0966257
0.4	27.25307262
0.41	27.38052359
0.42	27.4791388
0.43	27.54910587
0.44	27.59063943
0.45	27.60398057
0.46	27.58939637
0.47	27.54717939
0.48	27.47764707
0.49	27.38114123
0.5	27.25802741
0.51	27.10869432
0.52	26.93355321
0.53	26.7330372
0.54	26.50760067
0.55	26.25771855
0.56	25.98388567
0.57	25.68661606
0.58	25.36644221
0.59	25.02391438
0.6	24.65959987
0.61	24.27408226
0.62	23.86796067
0.63	23.44184903
0.64	22.99637525
0.65	22.53218051
0.66	22.04991845
0.67	21.55025441
0.68	21.0338646
0.69	20.50143538
0.7	19.95366241
0.71	19.39124987
0.72	18.81490969
0.73	18.22536073
0.74	17.62332799
0.75	17.00954184
0.76	16.3847372
0.77	15.74965278
0.78	15.1050303
0.79	14.45161368
0.8	13.79014831
0.81	13.12138026
0.82	12.44605553
0.83	11.7649193
0.84	11.07871518
0.85	10.3881845
0.86	9.694065553
0.87	8.997092902
0.88	8.29799668
0.89	7.597501888
0.9	6.896327723
0.91	6.195186911
0.92	5.49478505
0.93	4.795819976
0.94	4.098981133
0.95	3.404948964
0.96	2.714394318
0.97	2.027977865
0.98	1.346349535
0.99	0.6701479719
1	2.599750409e-15
1.01	-0.6634798881
1.02	-1.319690028
1.03	-1.968042061
1.04	-2.607961394
1.05	-3.238887644
1.06	-3.860275055
1.07	-4.471592907
1.08	-5.072325899
1.09	-5.661974516
1.1	-6.240055371
1.11	-6.806101534
1.12	-7.359662839
1.13	-7.900306169
1.14	-8.427615723
1.15	-8.941193261
1.16	-9.440658333
1.17	-9.925648482
1.18	-10.39581943
1.19	-10.85084525
1.2	-11.29041851
1.21	-11.71425038
1.22	-12.12207076
1.23	-12.51362836
1.24	-12.88869078
1.25	-13.2470445
1.26	-13.588495
1.27	-13.91286666
1.28	-14.22000284
1.29	-14.50976581
1.3	-14.78203668
1.31	-15.03671538
1.32	-15.27372053
1.33	-15.49298935
1.34	-15.69447757
1.35	-15.87815924
1.36	-16.0440266
1.37	-16.1920899
1.38	-16.32237722
1.39	-16.43493426
1.4	-16.52982412
1.41	-16.60712704
1.42	-16.66694018
1.43	-16.70937736
1.44	-16.73456874
1.45	-16.74266054
1.46	-16.73381478
1.47	-16.70820889
1.48	-16.66603541
1.49	-16.60750165
1.5	-16.53282935
1.51	-16.44225425
1.52	-16.3360258
1.53	-16.21440669
1.54	-16.07767252
1.55	-15.92611135
1.56	-15.76002332
1.57	-15.57972018
1.58	-15.38552493
1.59	-15.1777713
1.6	-14.95680337
1.61	-14.72297512
1.62	-14.47664993
1.63	-14.21820016
1.64	-13.94800665
1.65	-13.66645831
1.66	-13.37395159
1.67	-13.07089002
1.68	-12.75768377
1.69	-12.43474913
1.7	-12.10250803
1.71	-11.76138758
1.72	-11.41181959
1.73	-11.05424007
1.74	-10.68908875
1.75	-10.31680863
1.76	-9.937845462
1.77	-9.552647292
1.78	-9.161663992
1.79	-8.765346778
1.8	-8.364147751
1.81	-7.958519424
1.82	-7.54891427
1.83	-7.135784263
1.84	-6.719580428
1.85	-6.300752399
1.86	-5.879747975
1.87	-5.457012694
1.88	-5.032989401
1.89	-4.608117832
1.9	-4.182834203
