temps	angle
0	0
0.01	0.7829167002
0.02	1.56037261
0.03	2.331628462
0.04	3.095955569
0.05	3.852636482
0.06	4.600965634
0.07	5.340249974
0.08	6.069809575
0.09	6.788978234
0.1	7.49710405
0.11	8.193549986
0.12	8.877694414
0.13	9.548931636
0.14	10.2066724
0.15	10.85034436
0.16	11.4793926
0.17	12.09328
0.18	12.69148773
0.19	13.27351563
0.2	13.8388826
0.21	14.38712695
0.22	14.91780676
0.23	15.43050019
0.24	15.92480579
0.25	16.40034276
0.26	16.85675121
0.27	17.29369241
0.28	17.71084897
0.29	18.10792505
0.3	18.48464651
0.31	18.84076109
0.32	19.17603845
0.33	19.49027036
0.34	19.78327071
0.35	20.05487559
0.36	20.30494331
0.37	20.53335441
0.38	20.74001167
0.39	20.92484001
0.4	21.08778652
0.41	21.22882029
0.42	21.34793238
0.43	21.44513566
0.44	21.52046467
0.45	21.57397547
0.46	21.60574546
0.47	21.61587313
0.48	21.60447791
0.49	21.57169985
0.5	21.51769941
0.51	21.44265716
0.52	21.34677349
0.53	21.23026827
0.54	21.09338054
0.55	20.93636814
0.56	20.75950735
0.57	20.56309252
0.58	20.34743564
0.59	20.11286593
0.6	19.85972944
0.61	19.58838857
0.62	19.29922164
0.63	18.99262239
0.64	18.66899953
0.65	18.32877622
0.66	17.97238956
0.67	17.60029011
0.68	17.2129413
0.69	16.81081898
0.7	16.39441076
0.71	15.96421557
0.72	15.52074301
0.73	15.06451283
0.74	14.59605435
0.75	14.11590583
0.76	13.62461395
0.77	13.12273317
0.78	12.61082515
0.79	12.08945814
0.8	11.55920639
0.81	11.02064954
0.82	10.47437199
0.83	9.920962334
0.84	9.361012706
0.85	8.795118204
0.86	8.223876265
0.87	7.647886061
0.88	7.067747894
0.89	6.484062595
0.9	5.897430923
0.91	5.308452965
0.92	4.717727553
0.93	4.125851668
0.94	3.533419864
0.95	2.941023689
0.96	2.349251119
0.97	1.758685991
0.98	1.169907452
0.99	0.5834894114
1	2.268101657e-15
1.01	-0.5799989568
1.02	-1.15595246
1.03	-1.727312848
1.04	-2.293540296
1.05	-2.854103303
1.06	-3.408479175
1.07	-3.956154484
1.08	-4.496625529
1.09	-5.029398775
1.1	-5.553991282
1.11	-6.069931122
1.12	-6.576757779
1.13	-7.074022544
1.14	-7.561288884
1.15	-8.038132805
1.16	-8.504143197
1.17	-8.958922168
1.18	-9.402085356
1.19	-9.833262231
1.2	-10.25209638
1.21	-10.65824579
1.22	-11.05138306
1.23	-11.4311957
1.24	-11.79738629
1.25	-12.14967274
1.26	-12.48778844
1.27	-12.81148244
1.28	-13.12051962
1.29	-13.41468081
1.3	-13.69376294
1.31	-13.95757911
1.32	-14.20595869
1.33	-14.43874741
1.34	-14.65580741
1.35	-14.85701725
1.36	-15.04227197
1.37	-15.21148308
1.38	-15.36457854
1.39	-15.50150275
1.4	-15.62221649
1.41	-15.72669687
1.42	-15.81493728
1.43	-15.88694724
1.44	-15.94275234
1.45	-15.98239412
1.46	-16.00592991
1.47	-16.01343267
1.48	-16.00499088
1.49	-15.9807083
1.5	-15.94070379
1.51	-15.88511113
1.52	-15.81407876
1.53	-15.72776957
1.54	-15.62636064
1.55	-15.51004299
1.56	-15.3790213
1.57	-15.23351361
1.58	-15.07375106
1.59	-14.89997755
1.6	-14.71244942
1.61	-14.51143517
1.62	-14.29721503
1.63	-14.07008073
1.64	-13.83033501
1.65	-13.57829138
1.66	-13.31427366
1.67	-13.0386156
1.68	-12.75166055
1.69	-12.453761
1.7	-12.14527821
1.71	-11.82658177
1.72	-11.49804922
1.73	-11.16006559
1.74	-10.81302301
1.75	-10.45732024
1.76	-10.09336226
1.77	-9.721559839
1.78	-9.342329049
1.79	-8.95609087
1.8	-8.563270714
1.81	-8.164297983
1.82	-7.759605622
1.83	-7.349629663
1.84	-6.934808777
1.85	-6.515583819
1.86	-6.092397382
1.87	-5.665693343
1.88	-5.235916419
1.89	-4.803511715
1.9	-4.368924283
1.91	-3.93259868
1.92	-3.494978532
1.93	-3.056506092
1.94	-2.617621817
1.95	-2.178763937
1.96	-1.740368034
1.97	-1.302866627
1.98	-0.8666887572
1.99	-0.4322595876
2	-3.360502067e-15
2.01	0.4296737952
2.02	0.8563506448
2.03	1.279624831
2.04	1.699096441
2.05	2.114371731
2.06	2.525063477
2.07	2.930791325
2.08	3.331182124
2.09	3.725870252
2.1	4.114497939
2.11	4.496715573
2.12	4.872181996
2.13	5.240564794
2.14	5.601540577
2.15	5.954795242
2.16	6.300024232
2.17	6.63693278
2.18	6.965236144
2.19	7.28465983
2.2	7.594939801
2.21	7.89582268
2.22	8.187065935
2.23	8.468438057
2.24	8.739718722
2.25	9.000698942
2.26	9.251181211
2.27	9.490979624
2.28	9.719919998
2.29	9.937839971
2.3	10.1445891
2.31	10.34002892
2.32	10.52403304
2.33	10.69648716
2.34	10.85728917
2.35	11.00634908
2.36	11.14358916
2.37	11.26894383
2.38	11.38235974
2.39	11.48379568
2.4	11.57322262
2.41	11.6506236
2.42	11.7159937
2.43	11.76933999
2.44	11.81068142
2.45	11.84004878
2.46	11.85748451
2.47	11.8630427
2.48	11.85678887
2.49	11.83879989
2.5	11.80916382
2.51	11.76797976
2.52	11.71535769
2.53	11.65141827
2.54	11.57629269
2.55	11.49012245
2.56	11.3930592
2.57	11.28526445
2.58	11.16690944
2.59	11.03817486
2.6	10.8992506
2.61	10.75033558
2.62	10.5916374
2.63	10.42337217
2.64	10.24576418
2.65	10.05904566
2.66	9.863456519
2.67	9.659244009
2.68	9.446662479
2.69	9.225973066
2.7	8.997443391
2.71	8.761347263
2.72	8.517964363
2.73	8.267579934
2.74	8.010484466
2.75	7.746973373
2.76	7.477346673
2.77	7.201908662
2.78	6.920967583
2.79	6.634835303
2.8	6.343826973
2.81	6.048260705
2.82	5.74845723
2.83	5.44473957
2.84	5.137432699
2.85	4.826863211
2.86	4.513358988
2.87	4.197248862
2.88	3.878862285
2.89	3.558529002
2.9	3.236578713
2.91	2.913340757
2.92	2.589143777
2.93	2.264315404
2.94	1.939181937
2.95	1.614068023
2.96	1.28929635
2.97	0.9651873361
2.98	0.642058823
2.99	0.3202257785
3	3.734281743e-15
3.01	-0.3183101764
3.02	-0.634400161
3.03	-0.9479693904
3.04	-1.258721602
3.05	-1.566365104
3.06	-1.870613032
3.07	-2.171183615
3.08	-2.467800414
3.09	-2.76019257
3.1	-3.048095042
3.11	-3.33124883
3.12	-3.609401197
3.13	-3.882305886
3.14	-4.149723323
3.15	-4.411420816
3.16	-4.667172742
3.17	-4.916760733
3.18	-5.159973847
3.19	-5.396608733
3.2	-5.62646979
3.21	-5.849369309
3.22	-6.065127619
3.23	-6.273573213
3.24	-6.474542873
3.25	-6.667881775
3.26	-6.853443604
3.27	-7.031090638
3.28	-7.200693838
3.29	-7.362132925
3.3	-7.515296444
3.31	-7.660081825
3.32	-7.796395429
3.33	-7.924152589
3.34	-8.043277641
3.35	-8.153703944
3.36	-8.255373891
3.37	-8.348238917
3.38	-8.432259487
3.39	-8.507405085
3.4	-8.57365419
3.41	-8.630994242
3.42	-8.679421604
3.43	-8.718941507
3.44	-8.749567998
3.45	-8.771323868
3.46	-8.78424058
3.47	-8.788358185
3.48	-8.783725233
3.49	-8.770398668
3.5	-8.748443728
3.51	-8.717933827
3.52	-8.678950436
3.53	-8.631582948
3.54	-8.575928549
3.55	-8.512092071
3.56	-8.440185841
3.57	-8.36032953
3.58	-8.272649983
3.59	-8.177281056
3.6	-8.074363439
3.61	-7.964044475
3.62	-7.846477974
3.63	-7.721824023
3.64	-7.590248787
3.65	-7.45192431
3.66	-7.307028308
3.67	-7.15574396
3.68	-6.998259689
3.69	-6.834768951
3.7	-6.665470004
3.71	-6.49056569
3.72	-6.310263203
3.73	-6.124773856
3.74	-5.934312849
3.75	-5.73909903
3.76	-5.539354658
3.77	-5.33530516
3.78	-5.127178891
3.79	-4.915206883
3.8	-4.699622611
3.81	-4.480661734
3.82	-4.258561857
3.83	-4.03356228
3.84	-3.805903751
3.85	-3.575828216
3.86	-3.343578575
3.87	-3.109398433
3.88	-2.873531856
3.89	-2.636223123
3.9	-2.397716484
3.91	-2.158255916
3.92	-1.918084886
3.93	-1.677446109
3.94	-1.436581312
3.95	-1.195731001
3.96	-0.9551342281
3.97	-0.7150283649
3.98	-0.4756488748
3.99	-0.2372290915
4	-3.688565275e-15
4.01	0.2358099785
4.02	0.4699751984
4.03	0.7022729971
4.04	0.9324838978
4.05	1.160391809
4.06	1.385784218
4.07	1.608452382
4.08	1.828191511
4.09	2.044800949
4.1	2.258084346
4.11	2.467849831
4.12	2.673910172
4.13	2.876082939
4.14	3.074190649
4.15	3.268060919
4.16	3.457526606
4.17	3.642425938
4.18	3.822602644
4.19	3.99790608
4.2	4.168191338
4.21	4.333319363
4.22	4.493157051
4.23	4.647577345
4.24	4.796459331
4.25	4.939688313
4.26	5.077155896
4.27	5.208760056
4.28	5.334405197
4.29	5.454002214
4.3	5.567468539
4.31	5.674728188
4.32	5.775711789
4.33	5.870356621
4.34	5.958606631
4.35	6.040412448
4.36	6.115731397
4.37	6.1845275
4.38	6.246771469
4.39	6.302440698
4.4	6.351519242
4.41	6.393997797
4.42	6.429873669
4.43	6.459150734
4.44	6.481839396
4.45	6.497956541
4.46	6.507525476
4.47	6.510575874
4.48	6.507143698
4.49	6.497271136
4.5	6.481006516
4.51	6.458404226
4.52	6.429524619
4.53	6.394433921
4.54	6.353204129
4.55	6.305912902
4.56	6.252643457
4.57	6.193484447
4.58	6.128529841
4.59	6.057878802
4.6	5.981635556
4.61	5.899909257
4.62	5.812813851
4.63	5.720467933
4.64	5.622994601
4.65	5.520521308
4.66	5.41317971
4.67	5.301105508
4.68	5.184438291
4.69	5.063321373
4.7	4.937901628
4.71	4.808329326
4.72	4.674757958
4.73	4.53734407
4.74	4.396247086
4.75	4.251629132
4.76	4.103654862
4.77	3.952491276
4.78	3.798307543
4.79	3.641274818
4.8	3.48156606
4.81	3.319355853
4.82	3.154820218
4.83	2.988136431
4.84	2.819482845
4.85	2.649038696
4.86	2.47698393
4.87	2.303499015
4.88	2.128764757
4.89	1.952962123
4.9	1.776272059
4.91	1.598875307
4.92	1.420952232
4.93	1.242682642
4.94	1.064245611
4.95	0.8858193124
4.96	0.7075808394
4.97	0.529706041
4.98	0.3523693531
4.99	0.1757436334
5	3.415695455e-15
5.01	-0.1746923287
5.02	-0.3481661903
5.03	-0.5202566321
5.04	-0.690801062
5.05	-0.8596393952
5.06	-1.026614199
5.07	-1.191570832
5.08	-1.354357583
5.09	-1.514825801
5.1	-1.672830027
5.11	-1.828228121
5.12	-1.980881376
5.13	-2.130654645
5.14	-2.277416446
5.15	-2.421039075
5.16	-2.561398708
5.17	-2.698375502
5.18	-2.831853689
5.19	-2.961721668
5.2	-3.087872091
5.21	-3.21020194
5.22	-3.328612612
5.23	-3.443009979
5.24	-3.553304467
5.25	-3.659411106
5.26	-3.761249597
5.27	-3.858744356
5.28	-3.951824566
5.29	-4.040424215
5.3	-4.124482137
5.31	-4.203942039
5.32	-4.278752531
5.33	-4.348867147
5.34	-4.414244362
5.35	-4.474847602
5.36	-4.530645252
5.37	-4.581610659
5.38	-4.627722125
5.39	-4.668962904
5.4	-4.705321183
5.41	-4.736790071
5.42	-4.763367571
5.43	-4.785056554
5.44	-4.801864728
5.45	-4.813804603
5.46	-4.820893444
5.47	-4.823153234
5.48	-4.820610616
5.49	-4.813296842
5.5	-4.801247716
5.51	-4.784503527
5.52	-4.763108988
5.53	-4.73711316
5.54	-4.706569378
5.55	-4.671535176
5.56	-4.632072201
5.57	-4.588246128
5.58	-4.540126572
5.59	-4.487786995
5.6	-4.43130461
5.61	-4.370760278
5.62	-4.306238415
5.63	-4.237826876
5.64	-4.165616855
5.65	-4.089702772
5.66	-4.010182161
5.67	-3.92715555
5.68	-3.84072635
5.69	-3.75100073
5.7	-3.658087498
5.71	-3.562097976
5.72	-3.463145873
5.73	-3.361347161
5.74	-3.256819944
5.75	-3.149684328
5.76	-3.040062293
5.77	-2.928077554
5.78	-2.813855435
5.79	-2.697522731
5.8	-2.579207574
5.81	-2.459039297
5.82	-2.3371483
5.83	-2.213665914
5.84	-2.088724264
5.85	-1.962456133
5.86	-1.834994828
5.87	-1.706474041
5.88	-1.577027719
5.89	-1.446789925
5.9	-1.315894706
5.91	-1.18447596
5.92	-1.052667304
5.93	-0.9206019435
5.94	-0.7884125402
5.95	-0.6562310868
5.96	-0.5241887784
5.97	-0.3924158868
5.98	-0.2610416372
5.99	-0.1301940858
6	-3.036491315e-15
6.01	0.1294152601
6.02	0.2579278576
6.03	0.3854155925
6.04	0.5117580136
6.05	0.6368365272
6.06	0.7605345041
6.07	0.8827373836
6.08	1.003332774
6.09	1.122210554
6.1	1.239262964
6.11	1.354384703
6.12	1.467473017
6.13	1.578427783
6.14	1.6871516
6.15	1.79354986
6.16	1.897530834
6.17	1.999005738
6.18	2.097888811
6.19	2.194097376
6.2	2.287551908
6.21	2.37817609
6.22	2.465896872
6.23	2.550644527
6.24	2.632352693
6.25	2.710958425
6.26	2.786402234
6.27	2.858628128
6.28	2.927583644
6.29	2.993219878
6.3	3.055491518
6.31	3.114356861
6.32	3.169777837
6.33	3.221720022
6.34	3.270152654
6.35	3.315048638
6.36	3.356384554
6.37	3.394140656
6.38	3.42830087
6.39	3.458852791
6.4	3.485787667
6.41	3.509100392
6.42	3.528789488
6.43	3.544857082
6.44	3.557308884
6.45	3.56615416
6.46	3.571405704
6.47	3.573079797
6.48	3.571196179
6.49	3.565778002
6.5	3.55685179
6.51	3.54444739
6.52	3.528597926
6.53	3.509339742
6.54	3.486712352
6.55	3.460758377
6.56	3.431523486
6.57	3.399056332
6.58	3.363408489
6.59	3.324634377
6.6	3.282791196
6.61	3.237938852
6.62	3.19013988
6.63	3.139459365
6.64	3.085964867
6.65	3.029726331
6.66	2.970816013
6.67	2.909308387
6.68	2.845280061
6.69	2.778809687
6.7	2.709977872
6.71	2.638867084
6.72	2.565561563
6.73	2.490147223
6.74	2.412711556
6.75	2.33334354
6.76	2.252133539
6.77	2.169173204
6.78	2.084555377
6.79	1.99837399
6.8	1.910723966
6.81	1.821701116
6.82	1.731402045
6.83	1.639924044
6.84	1.547364993
6.85	1.453823261
6.86	1.359397603
6.87	1.264187063
6.88	1.168290869
6.89	1.071808338
6.9	0.9748387749
6.91	0.8774813734
6.92	0.7798351195
6.93	0.6819986937
6.94	0.5840703752
6.95	0.4861479461
6.96	0.3883285981
6.97	0.290708839
6.98	0.1933844012
6.99	0.096450151
7	2.624402776e-15
7.01	-0.09587318273
7.02	-0.1910776565
7.03	-0.2855228935
7.04	-0.379119661
7.05	-0.4717801029
7.06	-0.5634178181
7.07	-0.6539479378
7.08	-0.7432872007
7.09	-0.831354026
7.1	-0.9180685841
7.11	-1.003352866
7.12	-1.087130749
7.13	-1.169328062
7.14	-1.249872646
7.15	-1.328694416
7.16	-1.405725416
7.17	-1.480899874
7.18	-1.554154256
7.19	-1.625427314
7.2	-1.694660134
7.21	-1.761796179
7.22	-1.826781333
7.23	-1.88956394
7.24	-1.950094838
7.25	-2.008327396
7.26	-2.064217545
7.27	-2.117723804
7.28	-2.168807306
7.29	-2.217431824
7.3	-2.26356379
7.31	-2.307172308
7.32	-2.348229177
7.33	-2.386708894
7.34	-2.42258867
7.35	-2.455848434
7.36	-2.486470833
7.37	-2.514441242
7.38	-2.539747751
7.39	-2.56238117
7.4	-2.582335017
7.41	-2.599605509
7.42	-2.61419155
7.43	-2.626094716
7.44	-2.635319238
7.45	-2.64187198
7.46	-2.645762419
7.47	-2.647002618
7.48	-2.645607199
7.49	-2.641593315
7.5	-2.634980614
7.51	-2.625791209
7.52	-2.614049637
7.53	-2.599782824
7.54	-2.583020041
7.55	-2.563792863
7.56	-2.542135123
7.57	-2.518082864
7.58	-2.491674292
7.59	-2.462949723
