temps	angle
0	0
0.01	0.4698079792
0.02	0.9366857636
0.03	1.400531843
0.04	1.861246085
0.05	2.318729759
0.06	2.772885545
0.07	3.223617555
0.08	3.670831347
0.09	4.114433942
0.1	4.554333837
0.11	4.990441021
0.12	5.422666989
0.13	5.850924753
0.14	6.27512886
0.15	6.6951954
0.16	7.111042019
0.17	7.522587933
0.18	7.929753939
0.19	8.332462421
0.2	8.730637367
0.21	9.124204375
0.22	9.513090661
0.23	9.897225073
0.24	10.27653809
0.25	10.65096185
0.26	11.02043013
0.27	11.38487836
0.28	11.74424367
0.29	12.09846481
0.3	12.44748227
0.31	12.79123816
0.32	13.12967633
0.33	13.46274228
0.34	13.79038324
0.35	14.11254812
0.36	14.42918754
0.37	14.74025382
0.38	15.04570097
0.39	15.34548475
0.4	15.63956258
0.41	15.92789363
0.42	16.21043875
0.43	16.48716051
0.44	16.7580232
0.45	17.02299281
0.46	17.28203702
0.47	17.53512524
0.48	17.78222856
0.49	18.02331978
0.5	18.2583734
0.51	18.4873656
0.52	18.71027426
0.53	18.92707893
0.54	19.13776085
0.55	19.34230292
0.56	19.54068973
0.57	19.73290752
0.58	19.91894417
0.59	20.09878923
0.6	20.27243388
0.61	20.43987094
0.62	20.60109485
0.63	20.75610168
0.64	20.90488909
0.65	21.04745634
0.66	21.18380431
0.67	21.31393542
0.68	21.4378537
0.69	21.5555647
0.7	21.66707555
0.71	21.7723949
0.72	21.87153295
0.73	21.96450138
0.74	22.05131341
0.75	22.13198373
0.76	22.2065285
0.77	22.27496537
0.78	22.33731342
0.79	22.39359318
0.8	22.44382659
0.81	22.48803704
0.82	22.52624926
0.83	22.5584894
0.84	22.58478496
0.85	22.6051648
0.86	22.61965912
0.87	22.62829941
0.88	22.63111851
0.89	22.6281505
0.9	22.61943078
0.91	22.60499596
0.92	22.58488392
0.93	22.55913375
0.94	22.52778574
0.95	22.49088136
0.96	22.44846327
0.97	22.40057526
0.98	22.34726227
0.99	22.28857035
1	22.22454662
1.01	22.15523932
1.02	22.08069771
1.03	22.00097213
1.04	21.9161139
1.05	21.82617536
1.06	21.73120984
1.07	21.63127163
1.08	21.52641595
1.09	21.41669894
1.1	21.30217768
1.11	21.18291009
1.12	21.05895498
1.13	20.93037199
1.14	20.79722159
1.15	20.65956506
1.16	20.51746445
1.17	20.37098257
1.18	20.22018298
1.19	20.06512996
1.2	19.90588849
1.21	19.74252422
1.22	19.57510347
1.23	19.40369319
1.24	19.22836095
1.25	19.04917493
1.26	18.86620385
1.27	18.67951701
1.28	18.48918425
1.29	18.29527589
1.3	18.09786277
1.31	17.89701619
1.32	17.6928079
1.33	17.48531007
1.34	17.27459529
1.35	17.06073653
1.36	16.84380712
1.37	16.62388074
1.38	16.40103139
1.39	16.17533338
1.4	15.9468613
1.41	15.71568999
1.42	15.48189454
1.43	15.24555026
1.44	15.00673266
1.45	14.76551743
1.46	14.5219804
1.47	14.27619756
1.48	14.02824502
1.49	13.77819897
1.5	13.5261357
1.51	13.27213153
1.52	13.01626284
1.53	12.75860602
1.54	12.49923746
1.55	12.23823354
1.56	11.97567059
1.57	11.71162487
1.58	11.44617258
1.59	11.17938982
1.6	10.91135256
1.61	10.64213666
1.62	10.3718178
1.63	10.1004715
1.64	9.828173104
1.65	9.554997725
1.66	9.281020262
1.67	9.006315371
1.68	8.730957443
1.69	8.455020592
1.7	8.178578637
1.71	7.901705085
1.72	7.62447311
1.73	7.346955543
1.74	7.069224849
1.75	6.791353118
1.76	6.513412041
1.77	6.235472899
1.78	5.957606548
1.79	5.679883397
1.8	5.402373403
1.81	5.125146045
1.82	4.848270319
1.83	4.571814714
1.84	4.295847205
1.85	4.020435237
1.86	3.745645706
1.87	3.471544953
1.88	3.198198744
1.89	2.92567226
1.9	2.654030084
1.91	2.383336186
1.92	2.113653911
1.93	1.84504597
1.94	1.577574421
1.95	1.311300664
1.96	1.046285426
1.97	0.7825887473
1.98	0.5202699761
1.99	0.2593877526
2	2.01630124e-15
2.01	-0.2578360857
2.02	-0.5140640465
2.03	-0.7686281719
2.04	-1.021473509
2.05	-1.272545873
2.06	-1.521791853
2.07	-1.769158824
2.08	-2.014594957
2.09	-2.258049223
2.1	-2.499471404
2.11	-2.738812102
2.12	-2.976022742
2.13	-3.211055587
2.14	-3.443863737
2.15	-3.674401141
2.16	-3.902622605
2.17	-4.128483791
2.18	-4.351941233
2.19	-4.572952334
2.2	-4.791475378
2.21	-5.007469531
2.22	-5.22089485
2.23	-5.431712285
2.24	-5.639883684
2.25	-5.845371799
2.26	-6.048140289
2.27	-6.248153721
2.28	-6.445377581
2.29	-6.639778269
2.3	-6.831323108
2.31	-7.019980343
2.32	-7.205719146
2.33	-7.388509618
2.34	-7.56832279
2.35	-7.745130626
2.36	-7.918906023
2.37	-8.089622813
2.38	-8.257255767
2.39	-8.42178059
2.4	-8.583173927
2.41	-8.74141336
2.42	-8.89647741
2.43	-9.048345535
2.44	-9.196998132
2.45	-9.342416535
2.46	-9.484583013
2.47	-9.623480771
2.48	-9.759093949
2.49	-9.891407618
2.5	-10.02040778
2.51	-10.14608136
2.52	-10.26841623
2.53	-10.38740115
2.54	-10.50302584
2.55	-10.61528091
2.56	-10.7241579
2.57	-10.82964926
2.58	-10.93174834
2.59	-11.0304494
2.6	-11.1257476
2.61	-11.21763901
2.62	-11.30612057
2.63	-11.39119012
2.64	-11.47284638
2.65	-11.55108895
2.66	-11.6259183
2.67	-11.69733577
2.68	-11.76534356
2.69	-11.82994473
2.7	-11.89114318
2.71	-11.94894367
2.72	-12.00335178
2.73	-12.05437394
2.74	-12.10201739
2.75	-12.1462902
2.76	-12.18720124
2.77	-12.22476019
2.78	-12.25897752
2.79	-12.28986451
2.8	-12.31743319
2.81	-12.3416964
2.82	-12.36266771
2.83	-12.38036147
2.84	-12.39479279
2.85	-12.40597748
2.86	-12.41393213
2.87	-12.41867402
2.88	-12.42022117
2.89	-12.4185923
2.9	-12.41380681
2.91	-12.40588482
2.92	-12.3948471
2.93	-12.3807151
2.94	-12.36351095
2.95	-12.3432574
2.96	-12.31997786
2.97	-12.29369636
2.98	-12.26443757
2.99	-12.23222676
3	-12.19708979
3.01	-12.15905314
3.02	-12.11814384
3.03	-12.07438951
3.04	-12.02781832
3.05	-11.97845901
3.06	-11.92634083
3.07	-11.87149357
3.08	-11.81394755
3.09	-11.75373359
3.1	-11.69088298
3.11	-11.62542754
3.12	-11.55739954
3.13	-11.4868317
3.14	-11.41375721
3.15	-11.3382097
3.16	-11.26022323
3.17	-11.17983227
3.18	-11.0970717
3.19	-11.0119768
3.2	-10.92458323
3.21	-10.83492702
3.22	-10.74304456
3.23	-10.64897261
3.24	-10.55274823
3.25	-10.45440886
3.26	-10.3539922
3.27	-10.25153629
3.28	-10.14707946
3.29	-10.04066029
3.3	-9.932317678
3.31	-9.822090738
3.32	-9.710018851
3.33	-9.596141629
3.34	-9.480498905
3.35	-9.363130727
3.36	-9.244077342
3.37	-9.123379186
3.38	-9.001076871
3.39	-8.877211178
3.4	-8.751823041
3.41	-8.624953536
3.42	-8.496643873
3.43	-8.366935383
3.44	-8.235869505
3.45	-8.103487776
3.46	-7.969831821
3.47	-7.834943341
3.48	-7.698864101
3.49	-7.561635921
3.5	-7.423300662
3.51	-7.283900218
3.52	-7.143476503
3.53	-7.002071443
3.54	-6.859726963
3.55	-6.716484975
3.56	-6.572387369
3.57	-6.427476006
3.58	-6.281792701
3.59	-6.135379217
3.6	-5.988277252
3.61	-5.840528431
3.62	-5.692174295
3.63	-5.543256291
3.64	-5.393815761
3.65	-5.243893934
3.66	-5.093531915
3.67	-4.942770674
3.68	-4.791651039
3.69	-4.640213684
3.7	-4.488499123
3.71	-4.336547696
3.72	-4.184399562
3.73	-4.032094692
3.74	-3.879672856
3.75	-3.727173616
3.76	-3.574636319
3.77	-3.422100084
3.78	-3.269603797
3.79	-3.1171861
3.8	-2.964885386
3.81	-2.812739786
3.82	-2.660787166
3.83	-2.509065113
3.84	-2.357610933
3.85	-2.20646164
3.86	-2.055653948
3.87	-1.905224265
3.88	-1.755208685
3.89	-1.60564298
3.9	-1.456562593
3.91	-1.308002632
3.92	-1.159997861
3.93	-1.012582697
3.94	-0.8657911991
3.95	-0.719657063
3.96	-0.5742136162
3.97	-0.4294938108
3.98	-0.2855302168
3.99	-0.1423550169
4	-2.213139165e-15
4.01	0.141503444
4.02	0.2821243304
4.03	0.4218320846
4.04	0.5605965479
4.05	0.6983879824
4.06	0.8351770764
4.07	0.9709349488
4.08	1.105633155
4.09	1.239243688
4.1	1.371738991
4.11	1.50309195
4.12	1.63327591
4.13	1.76226467
4.14	1.890032492
4.15	2.016554102
4.16	2.141804697
4.17	2.265759944
4.18	2.388395988
4.19	2.509689452
4.2	2.629617441
4.21	2.748157546
4.22	2.865287845
4.23	2.980986906
4.24	3.095233792
4.25	3.208008061
4.26	3.319289767
4.27	3.429059466
4.28	3.537298215
4.29	3.643987575
4.3	3.749109611
4.31	3.852646897
4.32	3.954582514
4.33	4.054900052
4.34	4.153583613
4.35	4.250617811
4.36	4.34598777
4.37	4.439679132
4.38	4.531678047
4.39	4.621971185
4.4	4.710545726
4.41	4.797389368
4.42	4.882490323
4.43	4.965837317
4.44	5.047419592
4.45	5.127226904
4.46	5.205249521
4.47	5.281478227
4.48	5.355904317
4.49	5.428519598
4.5	5.499316388
4.51	5.568287513
4.52	5.635426311
4.53	5.700726622
4.54	5.764182796
4.55	5.825789686
4.56	5.885542645
4.57	5.943437528
4.58	5.999470691
4.59	6.053638981
4.6	6.105939745
4.61	6.156370819
4.62	6.204930529
4.63	6.251617687
4.64	6.296431593
4.65	6.339372026
4.66	6.380439244
4.67	6.419633982
4.68	6.456957449
4.69	6.492411321
4.7	6.525997744
4.71	6.557719324
4.72	6.58757913
4.73	6.615580684
4.74	6.641727965
4.75	6.666025397
4.76	6.688477851
4.77	6.709090639
4.78	6.727869511
4.79	6.744820648
4.8	6.759950664
4.81	6.773266593
4.82	6.784775893
4.83	6.794486436
4.84	6.802406508
4.85	6.808544798
4.86	6.812910401
4.87	6.815512808
4.88	6.816361903
4.89	6.815467958
4.9	6.812841628
4.91	6.808493945
4.92	6.802436315
4.93	6.794680512
4.94	6.785238671
4.95	6.774123287
4.96	6.761347203
4.97	6.746923613
4.98	6.730866049
4.99	6.71318838
5	6.693904804
5.01	6.673029846
5.02	6.650578346
5.03	6.626565461
5.04	6.601006653
5.05	6.573917687
5.06	6.545314623
5.07	6.515213811
5.08	6.483631886
5.09	6.45058576
5.1	6.416092618
5.11	6.38016991
5.12	6.342835348
5.13	6.304106896
5.14	6.264002768
5.15	6.222541417
5.16	6.179741535
5.17	6.13562204
5.18	6.090202077
5.19	6.043501005
5.2	5.995538395
5.21	5.946334022
5.22	5.895907862
5.23	5.844280078
5.24	5.791471024
5.25	5.73750123
5.26	5.6823914
5.27	5.626162406
5.28	5.568835278
5.29	5.510431204
5.3	5.450971515
5.31	5.390477688
5.32	5.328971332
5.33	5.266474187
5.34	5.203008115
5.35	5.138595093
5.36	5.07325721
5.37	5.007016658
5.38	4.939895724
5.39	4.871916791
5.4	4.803102322
5.41	4.733474861
5.42	4.663057025
5.43	4.591871497
5.44	4.519941018
5.45	4.447288384
5.46	4.373936441
5.47	4.299908074
5.48	4.225226204
5.49	4.149913781
5.5	4.073993781
5.51	3.997489196
5.52	3.920423027
5.53	3.842818285
5.54	3.764697978
5.55	3.686085108
5.56	3.607002665
5.57	3.527473623
5.58	3.44752093
5.59	3.367167506
5.6	3.286436236
5.61	3.205349964
5.62	3.123931488
5.63	3.042203554
5.64	2.960188853
5.65	2.877910009
5.66	2.795389584
5.67	2.71265006
5.68	2.629713846
5.69	2.546603264
5.7	2.463340547
5.71	2.379947836
5.72	2.29644717
5.73	2.212860485
5.74	2.129209607
5.75	2.04551625
5.76	1.961802007
5.77	1.878088346
5.78	1.794396609
5.79	1.710748004
5.8	1.6271636
5.81	1.543664324
5.82	1.460270958
5.83	1.37700413
5.84	1.293884314
5.85	1.210931823
5.86	1.128166807
5.87	1.045609246
5.88	0.9632789502
5.89	0.8811955507
5.9	0.7993784996
5.91	0.7178470642
5.92	0.6366203241
5.93	0.5557171668
5.94	0.4751562845
5.95	0.3949561702
5.96	0.3151351142
5.97	0.235711201
5.98	0.1567023054
5.99	0.07812608971
6	1.821894789e-15
6.01	-0.07765873663
6.02	-0.1548331153
6.03	-0.2315063565
6.04	-0.3076619086
6.05	-0.3832834513
6.06	-0.4583548977
6.07	-0.5328603978
6.08	-0.6067843404
6.09	-0.6801113562
6.1	-0.7528263198
6.11	-0.8249143525
6.12	-0.8963608245
6.13	-0.9671513568
6.14	-1.037271824
6.15	-1.106708356
6.16	-1.17544734
6.17	-1.243475422
6.18	-1.31077951
6.19	-1.377346774
6.2	-1.44316465
6.21	-1.508220839
6.22	-1.57250331
6.23	-1.636000301
6.24	-1.698700322
6.25	-1.760592152
6.26	-1.821664848
6.27	-1.881907736
6.28	-1.941310421
6.29	-1.999862783
6.3	-2.05755498
6.31	-2.114377447
6.32	-2.170320899
6.33	-2.225376332
6.34	-2.279535018
6.35	-2.332788515
6.36	-2.385128659
6.37	-2.436547568
6.38	-2.487037643
6.39	-2.536591568
6.4	-2.585202307
6.41	-2.632863108
6.42	-2.679567502
6.43	-2.725309303
6.44	-2.770082604
6.45	-2.813881786
6.46	-2.856701506
6.47	-2.898536707
6.48	-2.939382611
6.49	-2.979234722
6.5	-3.018088824
6.51	-3.05594098
6.52	-3.092787534
6.53	-3.128625104
6.54	-3.163450591
6.55	-3.197261169
6.56	-3.230054288
6.57	-3.261827674
6.58	-3.292579325
6.59	-3.322307514
6.6	-3.351010782
6.61	-3.378687942
6.62	-3.405338075
6.63	-3.430960531
6.64	-3.455554924
6.65	-3.479121133
6.66	-3.5016593
6.67	-3.523169829
6.68	-3.543653382
6.69	-3.563110879
6.7	-3.581543499
6.71	-3.598952671
6.72	-3.61534008
6.73	-3.630707659
6.74	-3.645057591
6.75	-3.658392304
6.76	-3.670714472
6.77	-3.68202701
6.78	-3.692333073
6.79	-3.701636055
6.8	-3.709939584
6.81	-3.717247521
6.82	-3.723563958
6.83	-3.728893217
6.84	-3.733239845
6.85	-3.73660861
6.86	-3.739004504
6.87	-3.740432735
6.88	-3.740898728
6.89	-3.740408121
6.9	-3.73896676
6.91	-3.736580701
6.92	-3.733256203
6.93	-3.728999728
6.94	-3.723817936
6.95	-3.717717684
6.96	-3.710706021
6.97	-3.702790187
6.98	-3.693977609
6.99	-3.684275898
7	-3.673692848
7.01	-3.662236427
7.02	-3.649914783
7.03	-3.636736232
7.04	-3.622709261
7.05	-3.607842521
7.06	-3.592144827
7.07	-3.575625151
7.08	-3.558292623
7.09	-3.540156525
7.1	-3.521226287
7.11	-3.501511487
7.12	-3.481021845
7.13	-3.45976722
7.14	-3.437757608
7.15	-3.415003136
7.16	-3.391514062
7.17	-3.36730077
7.18	-3.342373766
7.19	-3.316743674
7.2	-3.290421236
7.21	-3.263417304
7.22	-3.23574284
7.23	-3.207408912
7.24	-3.178426688
7.25	-3.148807437
7.26	-3.118562521
7.27	-3.087703395
7.28	-3.0562416
7.29	-3.024188764
7.3	-2.991556596
7.31	-2.958356879
7.32	-2.924601476
7.33	-2.890302315
7.34	-2.855471396
7.35	-2.82012078
7.36	-2.78426259
7.37	-2.747909004
7.38	-2.711072255
7.39	-2.673764625
7.4	-2.635998443
7.41	-2.597786083
7.42	-2.559139955
7.43	-2.520072509
7.44	-2.480596225
7.45	-2.440723614
7.46	-2.400467214
7.47	-2.359839585
7.48	-2.318853306
7.49	-2.277520972
7.5	-2.235855193
7.51	-2.193868586
7.52	-2.151573776
7.53	-2.10898339
7.54	-2.066110057
7.55	-2.022966399
7.56	-1.979565034
7.57	-1.93591857
7.58	-1.892039602
7.59	-1.847940708
7.6	-1.803634447
7.61	-1.759133358
7.62	-1.714449951
7.63	-1.66959671
7.64	-1.624586087
7.65	-1.579430501
7.66	-1.534142331
7.67	-1.488733918
7.68	-1.443217558
7.69	-1.397605504
7.7	-1.351909956
7.71	-1.306143066
7.72	-1.260316928
7.73	-1.214443583
7.74	-1.168535008
7.75	-1.12260312
7.76	-1.076659769
7.77	-1.030716738
7.78	-0.9847857388
7.79	-0.9388784108
7.8	-0.8930063172
7.81	-0.8471809433
7.82	-0.8014136935
7.83	-0.7557158894
7.84	-0.710098767
7.85	-0.6645734748
7.86	-0.6191510709
7.87	-0.5738425211
7.88	-0.5286586967
7.89	-0.4836103719
7.9	-0.4387082222
7.91	-0.3939628218
7.92	-0.3493846416
7.93	-0.3049840475
7.94	-0.2607712979
7.95	-0.2167565419
7.96	-0.1729498176
7.97	-0.1293610499
7.98	-0.08600004863
7.99	-0.04287650712
8	-1.333169413e-15
8.01	0.04262001831
8.02	0.08497421535
8.03	0.1270533823
8.04	0.1688484354
8.05	0.210350418
8.06	0.2515505013
8.07	0.2924399867
8.08	0.3330103066
8.09	0.3732530261
8.1	0.4131598443
8.11	0.4527225954
8.12	0.4919332506
8.13	0.5307839185
8.14	0.5692668468
8.15	0.6073744235
8.16	0.6450991777
8.17	0.6824337807
8.18	0.7193710474
8.19	0.7559039367
8.2	0.7920255529
8.21	0.8277291463
8.22	0.8630081143
8.23	0.8978560019
8.24	0.9322665027
8.25	0.9662334597
8.26	0.9997508655
8.27	1.032812864
8.28	1.065413748
8.29	1.097547966
8.3	1.129210115
8.31	1.160394946
8.32	1.191097364
8.33	1.221312425
8.34	1.251035343
8.35	1.280261482
8.36	1.308986361
8.37	1.337205657
8.38	1.364915198
8.39	1.392110968
8.4	1.418789108
8.41	1.44494591
8.42	1.470577825
8.43	1.495681457
8.44	1.520253566
8.45	1.544291067
8.46	1.567791027
8.47	1.590750672
8.48	1.61316738
8.49	1.635038682
8.5	1.656362265
8.51	1.677135969
8.52	1.697357786
8.53	1.717025862
8.54	1.736138495
8.55	1.754694133
8.56	1.772691379
8.57	1.790128982
8.58	1.807005847
8.59	1.823321022
8.6	1.83907371
8.61	1.854263257
8.62	1.868889161
8.63	1.882951063
8.64	1.896448752
8.65	1.909382161
8.66	1.92175137
